name,begin,length,end,BLAST,BLAST score,refseq,reverse complement,polymerase type,polymerase type support,polymerase subtype,polymerase subtype support,capsid type,capsid type support,capsid subtype,capsid subtype support
JF713048.1,5084,2429,7519,Caliciviridae Norovirus GII,68.520355,NC_029646,FALSE,,,,,GII.4,100.0,Den_Haag_2006b,100.0
JF713047.1,5084,2429,7519,Caliciviridae Norovirus GII,68.61966,NC_029646,FALSE,,,,,GII.4,100.0,Den_Haag_2006b,100.0
HM802555.1,3571,3988,7559,Caliciviridae Norovirus GII,85.69024,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,100.0
HM802554.1,3571,3988,7559,Caliciviridae Norovirus GII,85.06521,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,100.0
HM802553.1,3571,3988,7559,Caliciviridae Norovirus GII,85.149345,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,100.0
GU368894.1,4457,2704,7161,Caliciviridae Lagovirus unclassified,86.94044,NC_011704,FALSE,,,,,,,,
GU368893.1,4457,2704,7161,Caliciviridae Lagovirus unclassified,88.05473,NC_011704,FALSE,,,,,,,,
GU368892.1,4457,2704,7161,Caliciviridae Lagovirus unclassified,88.49852,NC_011704,FALSE,,,,,,,,
GU368891.1,4457,2704,7161,Caliciviridae Lagovirus unclassified,87.90681,NC_011704,FALSE,,,,,,,,
GU368890.1,4457,2704,7161,Caliciviridae Lagovirus unclassified,92.7118,NC_011704,FALSE,,,,,,,,
GU368889.1,4457,2704,7161,Caliciviridae Lagovirus unclassified,88.05473,NC_011704,FALSE,,,,,,,,
GU368888.1,4457,2704,7161,Caliciviridae Lagovirus unclassified,95.70847,NC_011704,FALSE,,,,,,,,
HM623309.1,0,7437,7437,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,89.8884,NC_001543,FALSE,,,,,,,,
DQ223043.1,0,7383,7382,Caliciviridae Norovirus GV,87.3764,NC_008311,FALSE,,,,,,,,
DQ223042.1,0,7383,7382,Caliciviridae Norovirus GV,87.66084,NC_008311,FALSE,,,,,,,,
DQ223041.1,0,7383,7382,Caliciviridae Norovirus GV,86.929436,NC_008311,FALSE,,,,,,,,
HQ009513.1,0,7558,7564,Caliciviridae Norovirus GII,84.97622,NC_029646,FALSE,GII.P4,100.0,Apeldoorn_2007,100.0,GII.4,100.0,Apeldoorn_2007,100.0
GU980585.1,0,7577,7577,Caliciviridae Norovirus GII,91.267845,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
AB541362.1,4,7509,7519,Caliciviridae Norovirus GII,84.6394,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Could not assign,
AB541361.1,4,7509,7516,Caliciviridae Norovirus GII,84.12394,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541360.1,4,7509,7516,Caliciviridae Norovirus GII,84.39546,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541215.1,4,7509,7516,Caliciviridae Norovirus GII,84.21808,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541214.1,4,7509,7516,Caliciviridae Norovirus GII,84.139915,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541213.1,4,7509,7516,Caliciviridae Norovirus GII,84.29778,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541212.1,109,7404,7519,Caliciviridae Norovirus GII,85.00501,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541211.1,4,7509,7516,Caliciviridae Norovirus GII,84.23575,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541210.1,4,7509,7516,Caliciviridae Norovirus GII,84.21977,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541209.1,4,7509,7516,Caliciviridae Norovirus GII,84.267685,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541208.1,4,7509,7516,Caliciviridae Norovirus GII,83.81954,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541207.1,4,7509,7516,Caliciviridae Norovirus GII,84.267685,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541206.1,4,7509,7516,Caliciviridae Norovirus GII,84.17185,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541205.1,4,7509,7516,Caliciviridae Norovirus GII,84.28366,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541204.1,4,7509,7516,Caliciviridae Norovirus GII,84.267685,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541203.1,4,7509,7516,Caliciviridae Norovirus GII,84.28366,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541202.1,4,7509,7519,Caliciviridae Norovirus GII,84.999176,NC_029646,FALSE,GII.P4,100.0,Apeldoorn_2007,100.0,GII.4,100.0,Apeldoorn_2007,100.0
AB541201.1,4,7509,7516,Caliciviridae Norovirus GII,84.21977,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
AB541199.1,13,5306,5319,Caliciviridae Norovirus GII,87.30189,NC_029646,FALSE,GII.P4,100.0,Apeldoorn_2007,100.0,GII.4,100.0,Could not assign,
AY587988.1,0,7558,7564,Caliciviridae Norovirus GII,85.304245,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
AY587987.1,0,7558,7564,Caliciviridae Norovirus GII,85.32065,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
AY587986.1,0,7558,7564,Caliciviridae Norovirus GII,85.304245,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
AY587985.1,0,7558,7564,Caliciviridae Norovirus GII,85.32065,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
AY237415.2,0,7541,7535,Caliciviridae Norovirus GII,94.0059,NC_029646,FALSE,GII.P12,100.0,,,GII.10,100.0,,
AY502023.1,0,7559,7565,Caliciviridae Norovirus GII,85.32065,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
AY502020.1,0,7559,7565,Caliciviridae Norovirus GII,85.22224,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
AF283778.1,5313,2010,7320,Caliciviridae Vesivirus Feline calicivirus,78.50746,NC_001481,FALSE,,,,,,,,
U54983.1,0,7437,7437,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,98.92429,NC_001543,FALSE,,,,,,,,
L40021.1,0,7683,7683,Caliciviridae Vesivirus Feline calicivirus,100.0,NC_001481,FALSE,,,,,,,,
M86379.1,0,7690,7683,Caliciviridae Vesivirus Feline calicivirus,79.62819,NC_001481,FALSE,,,,,,,,
AB300693.2,0,7437,7437,Caliciviridae Lagovirus Rabbit hemorrhagic disease virus,89.525345,NC_001543,FALSE,,,,,,,,
AY237420.2,0,7458,7476,Caliciviridae Sapovirus GII,100.0,NC_006554,FALSE,,,,,GII.2,100.0,,
DM149444.1,5313,2007,7320,Caliciviridae Vesivirus Feline calicivirus,78.27603,NC_001481,FALSE,,,,,,,,
AB294786.1,4285,2422,6707,Caliciviridae Norovirus GII,81.96031,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,100.0
AB294785.1,4285,2422,6713,Caliciviridae Norovirus GII,77.57475,NC_029646,FALSE,GII.P4,100.0,Hunter_2004,75.0,GII.4,100.0,Hunter_2004,100.0
AB294784.1,4285,2422,6713,Caliciviridae Norovirus GII,77.538635,NC_029646,FALSE,GII.P4,100.0,Hunter_2004,78.0,GII.4,100.0,Hunter_2004,100.0
AB294783.1,4285,2422,6713,Caliciviridae Norovirus GII,77.98013,NC_029646,FALSE,GII.P4,100.0,Could not assign,,GII.4,100.0,Hunter_2004,100.0
AB294782.1,4285,2422,6713,Caliciviridae Norovirus GII,80.07726,NC_029646,FALSE,GII.P12,100.0,,,GII.4,100.0,Asia_2003,100.0
AB294781.1,4285,2422,6713,Caliciviridae Norovirus GII,77.483444,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
AB294780.1,4285,2422,6713,Caliciviridae Norovirus GII,77.37307,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
AB294779.1,4285,2419,6710,Caliciviridae Norovirus GII,77.83903,NC_029646,FALSE,GII.P4,89.0,Kaiso_2003,100.0,GII.4,100.0,Kaiso_2003,100.0
AB294778.1,4285,2419,6710,Caliciviridae Norovirus GII,77.59382,NC_029646,FALSE,GII.P4,100.0,US95_96,100.0,GII.4,100.0,US95_96,95.0
D90357.1,4165,3516,7683,Caliciviridae Vesivirus Feline calicivirus,79.91465,NC_001481,FALSE,,,,,,,,
CS790733.1,5341,2319,7660,Caliciviridae Norovirus GI,99.17355,NC_001959,FALSE,,,,,GI.1,100.0,,
DQ658413.1,0,7558,7564,Caliciviridae Norovirus GII,85.33705,NC_029646,FALSE,GII.P4,100.0,Farmington_Hills_2002,100.0,GII.4,100.0,Farmington_Hills_2002,100.0
EF014462.1,0,7382,7382,Caliciviridae Norovirus GV,99.86454,NC_008311,FALSE,,,,,,,,
EF675759.1,5313,2007,7320,Caliciviridae Vesivirus Feline calicivirus,78.37569,NC_001481,FALSE,,,,,,,,
AY772544.1,5670,2120,7792,Caliciviridae Vesivirus Steller sea lion vesivirus,79.174576,NC_011050,FALSE,,,,,,,,
DQ911368.1,0,7390,7388,Caliciviridae Norovirus GV,87.357414,NC_008311,FALSE,,,,,,,,
AJ606698.2,5169,2278,7434,Caliciviridae Sapovirus GI,74.18502,NC_006269,FALSE,,,,,GI.5,100.0,,
AJ786349.2,0,7420,7425,Caliciviridae Sapovirus GIV,99.110756,DQ366346,FALSE,,,,,,,,
AJ606699.1,5204,2290,7515,Caliciviridae Sapovirus GV,77.53247,NC_027026,FALSE,,,,,,,,
AJ606697.1,5173,2254,7427,Caliciviridae Sapovirus GIV,99.7338,DQ366346,FALSE,,,,,,,,
AJ606696.1,5169,2273,7439,Caliciviridae Sapovirus GI,79.25592,NC_006269,FALSE,,,,,GI.3,100.0,,
AJ606695.1,5169,2260,7429,Caliciviridae Sapovirus GI,95.66371,NC_006269,FALSE,,,,,GI.1,100.0,,
AJ606692.1,5175,2316,7491,Caliciviridae Sapovirus GII,74.19811,NC_006554,FALSE,,,,,GII.1,100.0,,
AJ606691.1,5172,2305,7477,Caliciviridae Sapovirus GII,96.8316,NC_006554,FALSE,,,,,GII.3,100.0,,
AJ606690.1,5172,2303,7476,Caliciviridae Sapovirus GII,97.00391,NC_006554,FALSE,,,,,GII.3,100.0,,
AJ606689.1,5175,2285,7476,Caliciviridae Sapovirus GII,97.679504,NC_006554,FALSE,,,,,GII.2,100.0,,
AJ786352.1,5204,2290,7515,Caliciviridae Sapovirus GV,77.47943,NC_027026,FALSE,,,,,,,,
AJ786351.1,5175,2316,7491,Caliciviridae Sapovirus GII,74.25424,NC_006554,FALSE,,,,,GII.1,100.0,,
AJ786350.1,5172,2305,7477,Caliciviridae Sapovirus GII,90.39965,NC_006554,FALSE,,,,,GII.3,100.0,,
DQ366344.1,0,7500,7515,Caliciviridae Sapovirus GV,76.25316,NC_027026,FALSE,,,,,,,,
DQ058829.1,0,7427,7427,Caliciviridae Sapovirus GIV,99.59607,DQ366346,FALSE,,,,,,,,
MN308009.1,10,7506,7519,Caliciviridae Norovirus GII,84.729065,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308008.1,4,7512,7519,Caliciviridae Norovirus GII,84.675964,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308007.1,11,7505,7519,Caliciviridae Norovirus GII,85.34412,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308006.1,11,7505,7516,Caliciviridae Norovirus GII,84.22396,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308005.1,113,7403,7519,Caliciviridae Norovirus GII,84.26065,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308004.1,10,7506,7519,Caliciviridae Norovirus GII,84.62046,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308003.1,4,7512,7519,Caliciviridae Norovirus GII,84.73207,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308002.1,4,7512,7519,Caliciviridae Norovirus GII,84.501236,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308001.1,4,7512,7519,Caliciviridae Norovirus GII,84.93847,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN308000.1,10,7506,7519,Caliciviridae Norovirus GII,84.81848,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN307999.1,4,7512,7519,Caliciviridae Norovirus GII,84.91344,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN307998.1,4,7512,7513,Caliciviridae Norovirus GII,85.029434,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN307997.1,4,7512,7513,Caliciviridae Norovirus GII,85.24091,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN307996.1,4,7512,7519,Caliciviridae Norovirus GII,84.64963,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN307995.1,4,7512,7519,Caliciviridae Norovirus GII,84.79802,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
MN307994.1,6,7510,7519,Caliciviridae Norovirus GII,85.18215,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
NM_001375648.1,,5096,,Unassigned,79.48718,,FALSE,,,,,,,,
NM_001375646.1,,5857,,Unassigned,100.0,,FALSE,,,,,,,,
NM_006820.4,,5829,,Unassigned,100.0,,FALSE,,,,,,,,
NZ_AP022329.1,,5167,,Unassigned,86.206894,,FALSE,,,,,,,,
NZ_AP022330.1,,4060,,Unassigned,96.0,,FALSE,,,,,,,,
MZ312111.1,6,7544,7550,Caliciviridae Norovirus GII,87.24809,NC_029646,FALSE,GII.P7,100.0,,,GII.9,100.0,,
MW981327.1,0,7554,7560,Caliciviridae Norovirus GII,84.885445,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
OG168681.1,0,7555,7561,Caliciviridae Norovirus GII,86.86239,NC_029646,FALSE,GII.P4,100.0,Camberwell_1994,95.0,GII.4,100.0,Camberwell_1994,100.0
MZ265063.2,4,7487,7491,Caliciviridae Norovirus GII,81.76722,NC_029646,FALSE,GII.P33 (GII.Pg),100.0,,,GII.1,100.0,,
MZ292794.1,3,7494,7491,Caliciviridae Norovirus GII,93.59744,NC_029646,FALSE,GII.P8,100.0,,,GII.8,100.0,,
MZ292759.1,6,7490,7493,Caliciviridae Norovirus GII,87.73681,NC_029646,FALSE,GII.P7,100.0,,,GII.7,100.0,,
MZ291634.1,4,7546,7553,Caliciviridae Norovirus GII,83.99616,NC_029646,FALSE,GII.P4,100.0,Den_Haag_2006b,100.0,GII.4,100.0,Den_Haag_2006b,100.0
MZ291632.1,4,7552,7550,Caliciviridae Norovirus GII,75.81304,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
MZ291626.1,4,7529,7536,Caliciviridae Norovirus GII,76.600945,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
MZ291631.1,0,7556,7550,Caliciviridae Norovirus GII,75.84518,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
MZ291623.1,0,7495,7489,Caliciviridae Norovirus GII,75.82884,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
LC597116.1,12,7495,7519,Caliciviridae Norovirus GII,85.16076,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
LC597115.1,26,7547,7582,Caliciviridae Norovirus GII,84.99422,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
LC597114.1,12,7532,7553,Caliciviridae Norovirus GII,85.177246,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Sydney_2012,100.0
LC597113.1,10,7456,7469,Caliciviridae Norovirus GII,76.25533,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
LC597112.1,0,7542,7536,Caliciviridae Norovirus GII,75.51854,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
LC597111.1,7,7498,7508,Caliciviridae Norovirus GII,76.1975,NC_029646,FALSE,GII.P16,100.0,,,GII.13,100.0,,
MW445537.1,-16,7684,7644,Caliciviridae Norovirus GI,70.76794,NC_001959,FALSE,GI.P13 (GI.Pd),100.0,,,GI.3,97.0,,
MT735394.1,4,7552,7556,Caliciviridae Norovirus GII,85.15136,NC_029646,FALSE,GII.P31 (GII.Pe),100.0,,,GII.4,100.0,Hong_Kong_2019,100.0
LC567100.1,4300,2452,6746,Caliciviridae Norovirus GII,73.16017,NC_029646,FALSE,GII.P15,100.0,,,GIX.1 (GII.15),100.0,,
MT678752.1,3571,3160,6731,Caliciviridae Norovirus GII,84.89933,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678751.1,3571,3160,6731,Caliciviridae Norovirus GII,84.94128,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678750.1,3571,3160,6731,Caliciviridae Norovirus GII,85.10906,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678749.1,3571,3160,6731,Caliciviridae Norovirus GII,85.02517,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678748.1,3571,3160,6731,Caliciviridae Norovirus GII,85.06711,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678747.1,3571,3160,6731,Caliciviridae Norovirus GII,84.35403,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678746.1,3571,3160,6731,Caliciviridae Norovirus GII,84.479866,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678713.1,3571,3160,6731,Caliciviridae Norovirus GII,85.48658,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678712.1,3571,3160,6731,Caliciviridae Norovirus GII,85.57047,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678711.1,3571,3160,6731,Caliciviridae Norovirus GII,85.48658,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678710.1,3571,3160,6731,Caliciviridae Norovirus GII,85.57047,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678709.1,3571,3160,6731,Caliciviridae Norovirus GII,85.48658,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678708.1,3571,3160,6731,Caliciviridae Norovirus GII,85.48658,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678707.1,3571,3160,6731,Caliciviridae Norovirus GII,85.61242,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678706.1,3571,3160,6731,Caliciviridae Norovirus GII,85.40269,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678705.1,3571,3160,6731,Caliciviridae Norovirus GII,85.61242,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678704.1,3571,3160,6731,Caliciviridae Norovirus GII,85.48591,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678703.1,3571,3160,6731,Caliciviridae Norovirus GII,85.27685,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678702.1,3571,3160,6731,Caliciviridae Norovirus GII,85.2349,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678701.1,3571,3160,6731,Caliciviridae Norovirus GII,85.2349,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678700.1,3571,3160,6731,Caliciviridae Norovirus GII,85.780205,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678699.1,3571,3160,6731,Caliciviridae Norovirus GII,85.2349,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
MT678698.1,3571,3160,6731,Caliciviridae Norovirus GII,85.2349,NC_029646,FALSE,GII.P12,100.0,,,GII.3,100.0,,
LC369218.1,8,7533,7535,Caliciviridae Norovirus GII,75.813576,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
LC369216.1,15,7524,7533,Caliciviridae Norovirus GII,75.818596,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
LC369215.1,5,7576,7575,Caliciviridae Norovirus GII,75.82543,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
LC369214.1,0,7591,7585,Caliciviridae Norovirus GII,75.86151,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
MV797135.1,0,7559,7565,Caliciviridae Norovirus GII,85.55245,NC_029646,FALSE,GII.P4,100.0,Lanzou_2002,100.0,GII.4,100.0,Lanzou_2002,100.0
MV797133.1,0,7699,7693,Caliciviridae Norovirus GI,73.82487,NC_001959,FALSE,GI.P2,100.0,,,GI.2,100.0,,
MT358379.1,0,7382,7382,Caliciviridae Norovirus GV,88.94608,NC_008311,FALSE,,,,,,,,
MW284784.1,6,7491,7494,Caliciviridae Norovirus GII,87.753716,NC_029646,FALSE,GII.P7,100.0,,,GII.7,100.0,,
MW284782.1,7,7503,7516,Caliciviridae Norovirus GII,84.86798,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,Sydney_2012,100.0
MW284781.1,14,7494,7514,Caliciviridae Norovirus GII,84.84297,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,Sydney_2012,100.0
MW284780.1,179,7329,7514,Caliciviridae Norovirus GII,83.37296,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,Sydney_2012,100.0
MW284779.1,541,6843,7390,Caliciviridae Norovirus GII,73.48896,NC_029646,FALSE,GII.P4,100.0,New_Orleans_2009,100.0,GII.4,100.0,Sydney_2012,100.0
MW284778.1,6,7491,7494,Caliciviridae Norovirus GII,87.753716,NC_029646,FALSE,GII.P7,100.0,,,GII.7,100.0,,
MW284777.1,6,7501,7504,Caliciviridae Norovirus GII,87.753716,NC_029646,FALSE,GII.P7,100.0,,,GII.7,100.0,,
KY357459.1,4416,2005,6421,Caliciviridae Norovirus GII,76.06132,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357458.1,4416,2005,6421,Caliciviridae Norovirus GII,75.9434,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357457.1,4416,2005,6421,Caliciviridae Norovirus GII,76.06132,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357456.1,4416,2005,6421,Caliciviridae Norovirus GII,76.00236,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357455.1,4416,2005,6421,Caliciviridae Norovirus GII,76.06132,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357454.1,4416,2005,6421,Caliciviridae Norovirus GII,76.00236,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357453.1,4416,2005,6421,Caliciviridae Norovirus GII,76.23821,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357452.1,4416,2005,6421,Caliciviridae Norovirus GII,76.120285,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357451.1,4416,2005,6421,Caliciviridae Norovirus GII,76.179245,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357450.1,4416,2005,6421,Caliciviridae Norovirus GII,76.23821,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
KY357449.1,4416,2005,6421,Caliciviridae Norovirus GII,76.13435,NC_029646,FALSE,GII.P16,100.0,,,GII.2,100.0,,
MN908340.1,-174,7906,7726,Caliciviridae Norovirus GIV,69.142166,NC_029647,FALSE,,,,,,,,
MT238666.1,12,7501,7519,Caliciviridae Norovirus GII,75.845566,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,100.0
MT238665.1,12,7529,7535,Caliciviridae Norovirus GII,75.78137,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
MT238664.1,13,7548,7555,Caliciviridae Norovirus GII,75.791374,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
MT089579.1,-21,7762,7729,Caliciviridae Norovirus GI,71.51997,NC_001959,FALSE,GI.P3,100.0,,,GI.3,100.0,,
MN567957.1,25,7044,7078,Caliciviridae Norovirus GII,72.68932,NC_029646,FALSE,Could not assign,,,,GII.11,100.0,,
MT372477.1,0,7696,7687,Caliciviridae Norovirus GI,73.68917,NC_001959,FALSE,GI.P11 (GI.Pb),100.0,,,GI.6,100.0,,
MT372476.1,-21,7745,7712,Caliciviridae Norovirus GI,71.39406,NC_001959,FALSE,GI.P8,100.0,,,GI.8,100.0,,
MT372475.1,-18,7700,7667,Caliciviridae Norovirus GI,71.40158,NC_001959,FALSE,GI.P9,100.0,,,GI.9,100.0,,
MT372474.1,-18,7753,7720,Caliciviridae Norovirus GI,71.367226,NC_001959,FALSE,GI.P9,100.0,,,GI.9,100.0,,
MT372470.1,-21,7763,7718,Caliciviridae Norovirus GI,70.681244,NC_001959,FALSE,GI.P3,98.0,,,GI.3,100.0,,
MT372469.1,-18,7777,7747,Caliciviridae Norovirus GI,70.94665,NC_001959,FALSE,GI.P7,100.0,,,GI.7,100.0,,
MN220720.1,3574,3133,6713,Caliciviridae Norovirus GII,74.769356,NC_029646,FALSE,GII.P16,100.0,,,GII.4,100.0,Sydney_2012,74.0
MK648242.1,2,7420,7416,Caliciviridae Norovirus GII,75.83729,NC_029646,FALSE,GII.P17,100.0,,,GII.17,100.0,,
NC_045762.1,-183,7839,7653,Caliciviridae Norovirus GIV,70.780014,NC_029647,FALSE,,,,,,,,
